"n_storms","total_intensity","intensity_per_area","state_fips","county_fips"
1,37037.037037037,135534.172612749,17,19
1,15625,326007.805524599,17,69
4,112750,222428.777643878,54,35
NA,1000,5458.45184593863,48,357
2,16000,50032.7514098697,48,485
1,91125,497066.620845651,19,97
4,73594.3287037037,191521.571659124,21,225
7,113000,80342.0829652965,48,257
1,15625,164686.866893537,51,71
4,84375,210084.817956785,17,101
NA,1000,5458.45184593863,17,141
3,103921.875,243142.635324314,36,23
NA,1000,5458.45184593863,39,91
1,15625,137621.658717552,39,161
NA,1000,5458.45184593863,40,35
11,256306.712962963,125152.755490103,40,77
NA,1000,5458.45184593863,19,157
NA,1000,5458.45184593863,20,3
NA,1000,5458.45184593863,20,63
NA,1000,5458.45184593863,20,159
NA,1000,5458.45184593863,8,125
7,506532.407407407,871871.30465339,51,135
NA,1000,5458.45184593863,51,630
1,8000,1981624.12397581,51,820
2,91000,255750.304599218,36,95
9,436208.912037037,465860.560367348,37,135
7,121870.37037037,146839.482039333,37,169
3,198000,549178.188510099,42,53
NA,1000,5458.45184593863,46,29
2,34587.962962963,212420.657496438,47,89
NA,1000,5458.45184593863,48,33
NA,1000,5458.45184593863,55,39
29,3353025.46296296,945963.273439788,12,35
144,41041263.8888889,545174.064426405,12,99
NA,1000,5458.45184593863,29,83
2,79625,185539.201400437,29,179
NA,1000,5458.45184593863,31,55
NA,1000,5458.45184593863,38,1
NA,1000,5458.45184593863,38,47
NA,1000,5458.45184593863,39,33
NA,1000,5458.45184593863,39,77
NA,1000,5458.45184593863,55,73
NA,1000,5458.45184593863,54,69
2,54000,470932.088879438,50,13
7,305573.49537037,700882.890298659,13,53
6,265275.462962963,955696.708353426,13,109
NA,1000,5458.45184593863,31,141
7,690787.615740741,474058.025123529,33,5
NA,1000,5458.45184593863,26,35
1,15625,60562.0594371899,26,125
NA,1000,5458.45184593863,27,47
1,3375,27550.4213292762,39,87
5,106625,178226.10299106,39,131
5,214375,194853.236439684,42,19
4,220046.296296296,556621.182908196,13,169
2,99337.9629629629,1320369.78778456,13,225
2,162037.037037037,925488.958794346,37,197
NA,1000,5458.45184593863,39,9
NA,1000,5458.45184593863,56,43
NA,1000,5458.45184593863,38,91
2,122228.587962963,242624.086101044,42,79
22,1249430.55555556,550234.339593972,45,33
NA,1000,5458.45184593863,17,1
1,15625,105691.68014865,17,61
NA,1000,5458.45184593863,39,85
NA,1000,5458.45184593863,41,33
6,332396.412037037,170085.501695839,42,15
NA,1000,5458.45184593863,46,57
1,8000,54087.9168376477,39,13
1,15625,134634.649382637,39,135
4,67010.4166666667,126261.432249344,40,29
NA,1000,5458.45184593863,46,53
NA,1000,5458.45184593863,47,153
1,3375,11658.9690437456,17,105
3,10000,28813.4169736671,18,11
2,119640.625,429394.513099203,36,109
NA,1000,5458.45184593863,46,113
6,206370.37037037,267564.640569209,47,161
55,8807002.89351852,750434.483758996,48,157
NA,1000,5458.45184593863,48,433
13,1073666.66666667,427980.093877383,51,3
NA,1000,5458.45184593863,40,99
5,450088.541666667,633033.825772392,42,1
NA,1000,5458.45184593863,46,89
NA,1000,5458.45184593863,48,125
NA,1000,5458.45184593863,18,95
NA,1000,5458.45184593863,19,9
NA,1000,5458.45184593863,19,79
NA,1000,5458.45184593863,20,83
NA,1000,5458.45184593863,20,143
NA,1000,5458.45184593863,41,37
1,3375,24812.2052038945,42,37
NA,1000,5458.45184593863,37,11
5,165750,354797.809404212,37,71
NA,1000,5458.45184593863,38,49
NA,1000,5458.45184593863,26,85
4,260125,277225.581218803,26,145
8,300411.458333333,313329.745849549,28,1
9,1095458.33333333,1209270.69041436,28,65
2,11375,40466.9628390728,29,73
2,79912.037037037,223436.72479439,29,161
NA,1000,5458.45184593863,30,103
NA,1000,5458.45184593863,31,57
NA,1000,5458.45184593863,16,1
NA,1000,5458.45184593863,46,83
3,177625,381306.193848929,47,17
6,103375,121634.210723169,47,125
NA,1000,5458.45184593863,48,243
NA,1000,5458.45184593863,49,39
NA,1000,5458.45184593863,51,510
NA,1000,5458.45184593863,53,23
1,27000,181488.630900821,54,101
NA,1000,5458.45184593863,55,103
NA,1000,5458.45184593863,8,21
NA,1000,5458.45184593863,16,47
NA,1000,5458.45184593863,17,15
NA,1000,5458.45184593863,31,131
12,1682505.20833333,550414.584771647,33,11
NA,1000,5458.45184593863,39,27
1,64000,464904.877409035,39,129
